인증분야명,업체명,주소,전화
위생등급제,신의주찹쌀순대목동점,서울특별시 양천구 목동동로 385 (목동 벽산미라지타워 108호),02-2642-7730
먹을만큼적당히,락감,서울특별시 양천구 목동로 173 (신정동),02-2695-3171
먹을만큼적당히,신선설농탕,서울특별시 양천구 목동서로 349 (신정동107108호),02-2650-8868
위생등급제,궁삼계탕,서울특별시 양천구 목동서로 349 (신정동센트럴프라자 216호 지상2층),02-2650-8007
위생등급제,들깨이야기,서울특별시 양천구 목동서로 377 (신정동이스타빌 3차 에이 111호 111가호(목동서로377)),02-2061-9911
채식메뉴음식점,씨제이푸드빌(주)빕스목동cbs점,서울특별시 양천구 목동서로 159-1 지하1층지상12층 (목동 기독교방송국),02-2652-1997
트랜스지방 안심제과점,파리바게뜨 목1동점,서울특별시 양천구 목동서로 213 (목동세신비젼프라자 101호102호),02-712-0753
트랜스지방 안심제과점,파리바게뜨,서울특별시 양천구 목동서로 155 (목동(동양파라곤1층12호)),02-912-6704
위생등급제,토기장이,서울특별시 양천구 목동서로 133-2 (목동하나프라자 3층),02-2646-0184
위생등급제,아네스컨벤션웨딩,서울특별시 양천구 목동서로 201 (목동(주)케이티 지하1층),02-2062-3300
위생등급제,리위엔(목동점),서울특별시 양천구 목동서로 155 (목동 목동파라곤 지하1층5호(상가-비105호)),02-2061-3885
채식메뉴음식점,씨제이푸드빌(주)빕스신정점,서울특별시 양천구 신월로 347 123층 (신정동),02-2607-1997
위생등급제,씨제이푸드빌(주)빕스신정점,서울특별시 양천구 신월로 347 123층 (신정동),02-2607-1997
위생등급제,명가칼국수,서울특별시 양천구 은행정로 12 (신정동),02-2653-3070
위생등급제,왕뼈감자탕,서울특별시 양천구 오목로 210 (신정동외1필지 부광빌딩 101102103104105호),02-2659-5359
저염실천음식점,대복,서울특별시 양천구 오목로 276 (목동지상 2층),02-2643-9588
위생등급제,서가앤쿡 목동점,서울특별시 양천구 오목로 286 2층 (목동),02-2647-2006
위생등급제,대복,서울특별시 양천구 오목로 276 (목동지상 2층),02-2643-9595
위생등급제,씨제이푸드빌(주)빕스서여의도점,서울특별시 영등포구 국회대로 800 (여의도동진미빌딩 지상1층 지하1층),02-786-1997
트랜스지방 안심제과점,파리바게뜨카페 당산동 행복점,서울특별시 영등포구 국회대로 553 (당산동4가),02-2068-2510
위생등급제,북해도,서울특별시 영등포구 의사당대로 108 (여의도동 아일렉스상가 지하F3호),02-3773-6458
안심마트,(주)농협유통하나로마트 국회점,서울특별시 영등포구 의사당대로 1 (여의도동국회후생관 1층),02-769-1882
위생등급제,유원정,서울특별시 영등포구 경인로 846 (영등포동 롯데백화점 지상10층),02-2164-5484
위생등급제,홍천두부마을,서울특별시 서대문구 세무서길 100 (홍제동),02-396-6969
위생등급제,그랜드컨벤션센터,서울특별시 영등포구 양평로 58 (당산동6가 지상2층(일부)),02-3667-7103
위생등급제,더커피하우스,서울특별시 영등포구 양평로  52-2,02-2632-8378
위생등급제,(주)서울마리나,서울특별시 영등포구 여의서로 160 (여의도동외2필지 지상1~4층(전체)),02-423-7888
트랜스지방 안심제과점,케익하우스잼르,서울특별시 영등포구 영등포로 219 (영등포동5가),02-2637-3999
위생등급제,황씨네 대가 추어탕,서울특별시 강서구 강서로52길 34 1층 104105호 (내발산동 우장산동),02-2661-1007
위생등급제,맑은바닷가의나루터,서울특별시 강서구 강서로54길 73 2~3층 (등촌동 3동),02-3663-0067
위생등급제,똥돼지마을,서울특별시 강서구 강서로54길 49 1층 (등촌동 3동),02-2602-0085
위생등급제,목포낙지,서울특별시 강서구 강서로54길 99 (등촌동(1층)),02-2659-8884
위생등급제,함흥냉면전문점후원,서울특별시 강서구 강서로56길 17 9층 (등촌동 강서NC백화점),02-2667-9853
위생등급제,비비고 구로지밸리몰점,서울특별시 구로구 디지털로 300 1층 9호 (구로동 지밸리비즈플라자),02-6344-3785
위생등급제,T.G.I.Friday&apos;s 디큐브시티점,서울특별시 구로구 경인로 662 (신도림동 디큐브백화점 4층),02-2211-0430
위생등급제,원할머니 보쌈,서울특별시 구로구 경인로 661 242호 (신도림동 신도림1차 푸르지오),02-3439-7250
위생등급제,삿뽀로 디큐브점 (주)엔타스,서울특별시 구로구 경인로 662 (신도림동 디큐브시티 5층),02-2211-0545
위생등급제,사월에보리밥 신도림디큐브점,서울특별시 구로구 경인로 662 디큐브시티 판매 5층,02-2211-0566
위생등급제,실크로드,서울특별시 구로구 경인로 398 (고척동),02-2066-6100
위생등급제,뽕잎사랑샤브칼국수,서울특별시 구로구 경인로 385 (고척동),02-2682-3567
위생등급제,소부리순대국,서울특별시 구로구 중앙로 9 (고척동),02-2060-2280
트랜스지방 안심제과점,파리바케뜨(구로고대점),서울특별시 구로구 구로동로 131 (구로동지상1층),02-2684-8810
위생등급제,인창해물칼국수,서울특별시 구로구 구로동로38길 5 (구로동),02-830-6044
위생등급제,대가,서울특별시 구로구 고척로 101 (개봉동),02-2681-5800
위생등급제,돈방석,서울특별시 마포구 신촌로20길 19 (노고산동1층),02-719-6252
위생등급제,다리원,서울특별시 은평구 증산서길 135,02-376-0604
위생등급제,화평동왕냉면,서울특별시 구로구 구로중앙로 219 (구로동1층 101102103),02-2676-6449
위생등급제,몬테라이스,서울특별시 구로구 새말로 97 (구로동 신도림테크노마트 지하1층 S 018호),02-2111-1878
위생등급제,명가할매 보쌈,서울특별시 구로구 새말로 19 2층 (구로동 정윤빌딩 ),02-2675-1670
위생등급제,미담찌개 전문점,서울특별시 구로구 새말로 97 (구로동 신도림테크노마트10층20호),02-2111-8140
위생등급제,기소야,서울특별시 구로구 새말로 97 (구로동신도림테크노마트 지하1층 S 021호),02-2111-1313
위생등급제,따로샤브샤브&amp;갈비,서울특별시 구로구 새말로 97 (구로동),02-2111-8686
위생등급제,놀부부대찌개테크노마트점,서울특별시 구로구 새말로  97 신도림테크노마트 지하1층 S11호S12호,02-2111-1323
위생등급제,뽕잎사랑샤브샤브,서울특별시 구로구 구로동  97 신도림테크노마트 판매동 지하1층S007S008,02-867-5868
위생등급제,양소원,서울특별시 영등포구 선유로 248-15 (양평동4가),02-2635-9292
위생등급제,63뷔페파빌리온,서울특별시 영등포구 63로 50 (여의도동),02-789-5764
위생등급제,란나타이,서울특별시 영등포구 국제금융로 86 (여의도동롯데캐슬아이비 지하126127호),02-785-7442
위생등급제,엠펍(M PUB),서울특별시 영등포구 국제금융로 10 지하3층 (여의도동 아이에프씨 몰동 판매1),02-6137-5800
위생등급제,즐거운식탁그린테이블,서울특별시 마포구 도화길 32 상가동 지1층 101호 (도화동 삼성아파트),02-703-4529
위생등급제,홍린,서울특별시 강서구 우장산로15길 25 1~3층 (화곡동 6동),02-2608-6556
위생등급제,다미로,서울특별시 양천구 중앙로32길 61 (신정동 현대프라자 201202203209호),02-2644-0977
위생등급제,가메스시,서울특별시 영등포구 양평로17길 12 (양평동4가 1층),02-2632-6759
위생등급제,다도해,서울특별시 영등포구 양평로17길 9 (양평동4가경남아너스빌상가 B동 지상2층 201호~205호),02-2631-6001
위생등급제,푸드명가,서울특별시 영등포구 양평로22길 21 B113호 (양평동5가 선유도코오롱디지털타워),02-2062-5999
위생등급제,이대원참숯불갈비,서울특별시 양천구 목동중앙서로1길 8 (목동),02-2642-3233
위생등급제,부여집,서울특별시 영등포구 선유동1로 24 1층 (당산동2가),02-2633-0666
위생등급제,신촌영양센타,서울특별시 서대문구 연세로4길 34 (창천동(지상1층)),02-312-5460
위생등급제,삼호복집,서울특별시 서대문구 연세로5다길 10 (창천동(지상23층)),02-337-9019
위생등급제,할머니추어탕,서울특별시 구로구 개봉로19길 39 1층 (개봉동),02-2615-1023
위생등급제,씨제이푸드빌(주)빕스등촌점,서울특별시 강서구 공항대로 311 23층 (등촌동 3동),02-3661-1997
위생등급제,신선설농탕,서울특별시 강서구 공항대로 323 2~3층 (등촌동 신선설농탕 발산점),02-3664-7100
위생등급제,삿뽀로등촌점(주)엔타스,서울특별시 강서구 공항대로 347 (등촌동(지상 2 3층)),02-2658-6777
위생등급제,(주)리슈코리아 어라연,서울특별시 강서구 공항대로 290 1층 103104호 (내발산동 우장산동 순봉빌딩),02-2665-2999
위생등급제,(주)엠에프지코리아 매드포갈릭 발산점,서울특별시 강서구 공항대로 300 C동 2층 (내발산동 우장산동),02-2659-0889
위생등급제,이로운맛집,서울특별시 강서구 공항대로 18-1 지하1층 (공항동 B101),02-2662-8990
위생등급제,남촌집,서울특별시 마포구 토정로35길 12 E동 3층,02-715-9090
위생등급제,족발의장인 족장,서울특별시 마포구 토정로37길 21-1 (용강동 1층),02-703-7376
위생등급제,장가네설렁탕,서울특별시 마포구 토정로37길 23 (용강동 1층),02-715-9797
먹을만큼적당히,장가네설렁탕,서울특별시 마포구 토정로37길 23 (용강동 1층),02-715-9797
트랜스지방 안심제과점,뚜레쥬르,서울특별시 마포구 대흥로 194 (대흥동외1필지 1 2층),02-716-3341
안심식육판매소,한국할인마트,서울특별시 마포구 독막로 42,02-716-3341
위생등급제,(주)무스쿠스상암점,서울특별시 마포구 성암로 255 3층 (상암동),02-376-8000
위생등급제,박고을생오리,서울특별시 강서구 가로공원로 181 1층 (화곡동 1동),02-2694-9492
저염실천음식점,대박감자탕,서울특별시 강서구 곰달래로 255 1층 (화곡동 4동),02-2642-0555
위생등급제,샤브미,서울특별시 강서구 화곡로 398 1층 (등촌동 1동 홈플러스강서점),02-3664-8383
먹을만큼적당히,용추골미궁순대(화곡점),서울특별시 강서구 화곡로 228 (화곡동(지상 1층)),02-2694-3330
위생등급제,베뉴지클래식,서울특별시 강서구 강서로 388 2층 (등촌동 3동 그랜드백화점),02-2657-2125
위생등급제,한우와 한돈,서울특별시 강서구 강서로 239 1층 10~12 14호 (화곡동 3동),02-2603-1811
저염실천음식점,한우와 한돈,서울특별시 강서구 강서로 239 1층 10~12 14호 (화곡동 3동),02-2603-1811
안심마트,(주)지에스리테일신정점,서울특별시 양천구 목동남로4길 2 (신정동세양청마루 지하1층),02-2647-1644
위생등급제,채선당(샤브샤브전문목동점),서울특별시 양천구 목동동로12길 20 (신정동1층110111112호),02-2652-0737
채식메뉴음식점,옥천집,서울특별시 양천구 목동로21길 4 (신정동 1층),02-2695-4554
위생등급제,명동가츠라,서울특별시 강서구 하늘길 38 지하 2층 (방화동 2동 김포공항 스카이파크),02-6116-5539
위생등급제,프리가(FRIGGA) 프리미엄 김포점,서울특별시 강서구 하늘길 38-0 5층 (방화동 2동 롯데백화점 김포공항점),02-2666-7994
위생등급제,주식회사 딘타이펑코리아,서울특별시 강서구 하늘길 38 지하 2층 (방화동 2동 김포공항 스카이파크),02-6116-5537
위생등급제,코코이찌방야 롯데몰 김포공항점,서울특별시 강서구 하늘길 38 지하2층 (방화동 스카이파크),02-6116-5602
위생등급제,(주)아워홈푸드엠파이어롯데몰김포점 메짜루나,서울특별시 강서구 하늘길 38 지하 2층 (방화동 2동 김포공항 스카이파크),02-6116-5731
위생등급제,(주)아워홈한식소담길롯데몰김포점 청진동순두부,서울특별시 강서구 하늘길 38 지하 1층 (방화동 2동 김포공항 스카이파크),02-6116-5403
위생등급제,양푼이 회무침,서울특별시 금천구 시흥대로52길 18 지상1층 (시흥동),02-802-2999
위생등급제,작가(오뙤르),서울특별시 마포구 어울마당로 71 (서교동 지하1층지상1~4층),02-337-5224
위생등급제,홍반장신의주찹쌀순대,서울특별시 마포구 월드컵로 192 2층 (성산동),02-304-6465
안심식육판매소,(주)정우엠케이,서울특별시 마포구 월드컵로 235 ㅏㅁ포농수산물시장 2303호,02-888-6316
위생등급제,스칼라티움 상암월드컵점,서울특별시 마포구 월드컵로 240 (성산동2층),02-306-3600
저염실천음식점,경복궁서교점,서울특별시 마포구 월드컵북로 37 (서교동),02-3143-7071
위생등급제,삿뽀로홍대점,서울특별시 마포구 월드컵북로 14 (동교동 2층),02-377-7758
위생등급제,고구려홍대점(주)덕용푸드시스템,서울특별시 마포구 월드컵북로 14 (동교동),02-314-4475
안심마트,(주)농협유통 하나로마트 성산점,서울특별시 마포구 월드컵북로 233 (성산동 제1상가 001호),02-304-3448
위생등급제,엉터리생고기,서울특별시 마포구 월드컵북로 402 3층 315316317호 (상암동 KGIT센터),02-6393-5523
위생등급제,덕승재,서울특별시 마포구 월드컵북로 361 221 227호 (상암동 DMC이안상암2단지),02-6393-0530
